antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.04178458465124022,0.06264913156872537,0.0226957438543921,0.5431606905710492,8.66988379520007,1.0,0.02007797591303201,2.0518174532812496,0.923235199668338,0.2776646300067889,0.5126272084288941,0.45271409196400114,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES → PACK OF 72 RETROSPOT CAKE CASES
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.06264913156872537,0.04178458465124022,0.0226957438543921,0.36226749335695313,8.66988379520007,1.0,0.02007797591303201,1.5025350054565971,0.9437855451025848,0.2776646300067889,0.3344581015627549,0.45271409196400114,PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES → 60 TEATIME FAIRY CAKE CASES
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.03645746628932912,0.06431385605682259,0.020309638754786082,0.5570776255707762,8.661860129776496,1.0,0.017964918515657707,2.112528510552122,0.9180200414651003,0.25241379310344825,0.526633607544239,0.43643354962749337,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG PINK POLKADOT,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY → JUMBO BAG PINK POLKADOT"
frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.03795571832861661,0.06270462238499529,0.020254147938516175,0.533625730994152,8.510149821456295,1.0,0.017874148953369026,2.0097493363280976,0.9173104319607838,0.25189786059351277,0.5024255105230959,0.42831729027583704,JUMBO STORAGE BAG SKULLS,JUMBO STORAGE BAG SUKI,JUMBO STORAGE BAG SKULLS → JUMBO STORAGE BAG SUKI
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO STORAGE BAG SKULLS'}),0.06270462238499529,0.03795571832861661,0.020254147938516175,0.32300884955752207,8.510149821456295,1.0,0.017874148953369026,1.4210588735799516,0.9415316416378019,0.25189786059351277,0.29629938731476646,0.42831729027583704,JUMBO STORAGE BAG SUKI,JUMBO STORAGE BAG SKULLS,JUMBO STORAGE BAG SUKI → JUMBO STORAGE BAG SKULLS
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.04078574995838189,0.06431385605682259,0.02202985405915321,0.5401360544217687,8.39843989364512,1.0,0.01940676520716028,2.0347021177462588,0.9183873847329459,0.2651970607882432,0.5085275671174649,0.441336361982239,JUMBO BAG WOODLAND ANIMALS,JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS → JUMBO BAG PINK POLKADOT
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.06431385605682259,0.04078574995838189,0.02202985405915321,0.3425366695427093,8.39843989364512,1.0,0.01940676520716028,1.4589623566905976,0.9414805083912765,0.2651970607882432,0.3145813561164621,0.441336361982239,JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS,JUMBO BAG PINK POLKADOT → JUMBO BAG WOODLAND ANIMALS
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.048277010154819375,0.05759946728816381,0.023250652017091172,0.4816091954022989,8.361348083183843,1.0,0.020469921949908303,1.8179345087789305,0.9250612522297733,0.28139691067830763,0.44992517872842425,0.4426350408610724,LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG WOODLAND → LUNCH BAG SPACEBOY DESIGN 
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG WOODLAND'}),0.05759946728816381,0.048277010154819375,0.023250652017091172,0.40366088631984587,8.361348083183842,1.0,0.020469921949908303,1.5959425904027424,0.9342121849492341,0.28139691067830763,0.3734110449752167,0.4426350408610724,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN  → LUNCH BAG WOODLAND
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.04356029077187725,0.06270462238499529,0.02247378058931247,0.5159235668789809,8.227839467899216,1.0,0.019742349005481313,1.9362549248099439,0.9184702417277648,0.26821192052980136,0.4835390799080051,0.4371653232624993,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",JUMBO STORAGE BAG SUKI,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT → JUMBO STORAGE BAG SUKI"
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.0507186060706953,0.06459131013817214,0.02680206425836524,0.5284463894967176,8.18138521058449,1.0,0.02352608304387718,1.983674112607217,0.924669244764502,0.30282131661442,0.4958849371252505,0.4716974215524825,HEART OF WICKER LARGE,HEART OF WICKER SMALL,HEART OF WICKER LARGE → HEART OF WICKER SMALL
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.06459131013817214,0.0507186060706953,0.02680206425836524,0.41494845360824734,8.18138521058449,1.0,0.02352608304387718,1.6225602680377538,0.9383826760506813,0.30282131661442,0.38369007321413606,0.4716974215524825,HEART OF WICKER SMALL,HEART OF WICKER LARGE,HEART OF WICKER SMALL → HEART OF WICKER LARGE
frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.03917651628655457,0.062871094833805,0.02014316630597636,0.5141643059490085,8.1780714541104,1.0,0.01768009583526628,1.9289008951817308,0.913509918707724,0.24593495934959353,0.4815700472232996,0.4172763277317858,DOTCOM POSTAGE,JUMBO SHOPPER VINTAGE RED PAISLEY,DOTCOM POSTAGE → JUMBO SHOPPER VINTAGE RED PAISLEY
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'DOTCOM POSTAGE'}),0.062871094833805,0.03917651628655457,0.02014316630597636,0.32038834951456313,8.1780714541104,1.0,0.01768009583526628,1.4137831260354985,0.9366073094756182,0.24593495934959353,0.2926779351199505,0.4172763277317858,JUMBO SHOPPER VINTAGE RED PAISLEY,DOTCOM POSTAGE,JUMBO SHOPPER VINTAGE RED PAISLEY → DOTCOM POSTAGE
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.04078574995838189,0.062871094833805,0.020753565284945343,0.508843537414966,8.093441648504063,1.0,0.018189320531444057,1.9080048346181533,0.913709496294179,0.250334672021419,0.4758923133440966,0.41947031239680344,JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG WOODLAND ANIMALS → JUMBO SHOPPER VINTAGE RED PAISLEY
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.062871094833805,0.04078574995838189,0.020753565284945343,0.33009708737864085,8.093441648504063,1.0,0.018189320531444057,1.431870547163575,0.9352429152617939,0.250334672021419,0.30161284343691347,0.41947031239680344,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY → JUMBO BAG WOODLAND ANIMALS
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05077409688696521,0.05665612341157539,0.023195161200821265,0.4568306010928962,8.063216711356594,1.0,0.02031849770148208,1.7367397325521299,0.922836191112327,0.2753623188405797,0.42420848601735783,0.43311657380795643,LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN ,LUNCH BAG APPLE DESIGN → LUNCH BAG SUKI DESIGN 
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.05665612341157539,0.05077409688696521,0.023195161200821265,0.40940254652301666,8.063216711356594,1.0,0.02031849770148208,1.6072299288199146,0.9285903461863215,0.2753623188405797,0.37781148666498793,0.43311657380795643,LUNCH BAG SUKI DESIGN ,LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN  → LUNCH BAG APPLE DESIGN
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05582376116752678,0.05909771932745131,0.026080683646856444,0.46719681908548705,7.905496597877523,1.0,0.02278162667757527,1.7659471909637758,0.925151149486373,0.29356652092442226,0.4337316511405733,0.45425568653804865,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT → LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05909771932745131,0.05582376116752678,0.026080683646856444,0.44131455399061026,7.905496597877522,1.0,0.02278162667757527,1.6899961249690485,0.9283703001008868,0.29356652092442226,0.4082826669094791,0.45425568653804865,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE → LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG CARS BLUE'}),0.048277010154819375,0.05909771932745131,0.02247378058931247,0.4655172413793104,7.877076250607091,1.0,0.01962071939321444,1.7603978154518654,0.9173355619043917,0.2647058823529412,0.43194657978866197,0.42289946576007775,LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND → LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG WOODLAND'}),0.05909771932745131,0.048277010154819375,0.02247378058931247,0.38028169014084506,7.877076250607091,1.0,0.01962071939321444,1.535734824522905,0.9278852454719405,0.2647058823529412,0.34884591790730385,0.42289946576007775,LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE → LUNCH BAG WOODLAND
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.04522501525997447,0.062871094833805,0.02225181732423284,0.4920245398773006,7.825926066309651,1.0,0.019408471100962707,1.8448310572716158,0.9135341931118967,0.2592113768584357,0.4579449451165819,0.42297608282479326,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY → JUMBO SHOPPER VINTAGE RED PAISLEY
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.062871094833805,0.04522501525997447,0.02225181732423284,0.353927625772286,7.825926066309651,1.0,0.019408471100962707,1.4778142864896844,0.9307359857107587,0.2592113768584357,0.32332498802989457,0.42297608282479326,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY → JUMBO BAG PINK VINTAGE PAISLEY
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.04333832750679763,0.06264913156872537,0.021031019366294878,0.48527528809218945,7.745922025429006,1.0,0.018315910784353004,1.8210722095642422,0.9103529865502696,0.24755062050947096,0.4508729556422772,0.41048529683617446,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES → PACK OF 72 RETROSPOT CAKE CASES
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.06264913156872537,0.04333832750679763,0.021031019366294878,0.3356953055801595,7.745922025429006,1.0,0.018315910784353004,1.440094704326434,0.9291075946084922,0.24755062050947096,0.30560122400580364,0.41048529683617446,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES → PACK OF 60 PINK PAISLEY CAKE CASES
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05582376116752678,0.06747683258420731,0.028966206092891626,0.5188866799204771,7.689849390499111,1.0,0.025199395506369647,1.9382609636782797,0.9213941271111921,0.30705882352941183,0.48407360064545774,0.47408149785497544,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT → LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.06747683258420731,0.05582376116752678,0.028966206092891626,0.42927631578947373,7.689849390499111,1.0,0.025199395506369647,1.6543491446978205,0.9329081269144263,0.30705882352941183,0.3955326762763506,0.47408149785497544,LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL. → LUNCH BAG PINK POLKADOT
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'JAM MAKING SET PRINTED'}),0.05543532545363742,0.05593474280006659,0.02330614283336108,0.4204204204204205,7.516266266266268,1.0,0.020205382162073886,1.6288794334071393,0.9178357419809658,0.2646502835538752,0.386081020184353,0.4185435435435436,JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS → JAM MAKING SET PRINTED
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'JAM MAKING SET WITH JARS'}),0.05593474280006659,0.05543532545363742,0.02330614283336108,0.4166666666666667,7.516266266266267,1.0,0.020205382162073886,1.6192537277937646,0.918321283724211,0.2646502835538752,0.3824315591587357,0.4185435435435436,JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED → JAM MAKING SET WITH JARS
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02519283058653793,0.10737472948227068,0.020309638754786082,0.8061674008810572,7.507980739678311,1.0,0.0176045653856639,4.605134918352829,0.8892101154642601,0.1809194265941671,0.7828510960635044,0.49765734385138133,"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY → JUMBO BAG RED RETROSPOT"
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.048277010154819375,0.05582376116752678,0.020198657122246267,0.41839080459770117,7.494851580174128,1.0,0.017503652837481364,1.6233860232890351,0.9105328814966737,0.2407407407407407,0.38400356683251086,0.3901099152213158,LUNCH BAG WOODLAND,LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND → LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.05582376116752678,0.048277010154819375,0.020198657122246267,0.3618290258449304,7.494851580174127,1.0,0.017503652837481364,1.4913291710035073,0.9178107229238582,0.2407407407407407,0.32945722551171885,0.3901099152213158,LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND,LUNCH BAG PINK POLKADOT → LUNCH BAG WOODLAND
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.0280228622163032,0.10737472948227068,0.02247378058931247,0.801980198019802,7.468984572875892,1.0,0.01946483333951797,4.507757616114534,0.8910837075943265,0.19901719901719905,0.7781602106499349,0.5056412618005987,"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI → JUMBO BAG RED RETROSPOT"
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.04356029077187725,0.062871094833805,0.020309638754786082,0.4662420382165605,7.415840927361551,1.0,0.017570955582679265,1.7557188318746135,0.904556259804425,0.2358247422680413,0.4304327197241022,0.3946391126652088,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",JUMBO SHOPPER VINTAGE RED PAISLEY,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT → JUMBO SHOPPER VINTAGE RED PAISLEY"
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.05759946728816381,0.05909771932745131,0.02519283058653793,0.43737957610789985,7.400955249803252,1.0,0.02178883343533131,1.6723571358529203,0.9177438646212939,0.2753183747725894,0.4020415983156678,0.4318353279600532,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN  → LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05909771932745131,0.05759946728816381,0.02519283058653793,0.4262910798122066,7.400955249803252,1.0,0.02178883343533131,1.642645773057456,0.9192052402019011,0.2753183747725894,0.39122602304043896,0.4318353279600532,LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG CARS BLUE → LUNCH BAG SPACEBOY DESIGN 
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.05665612341157539,0.05909771932745131,0.024637922423838856,0.4348677766895201,7.3584527734477385,1.0,0.021289674744280132,1.6649241396302812,0.9159988076311606,0.27040194884287455,0.39937203371796665,0.42588459257011213,LUNCH BAG SUKI DESIGN ,LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN  → LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05909771932745131,0.05665612341157539,0.024637922423838856,0.4169014084507042,7.358452773447738,1.0,0.021289674744280132,1.6178119622651725,0.9183757802388377,0.27040194884287455,0.38188119304059653,0.42588459257011213,LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN ,LUNCH BAG CARS BLUE → LUNCH BAG SUKI DESIGN 
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.06270462238499529,0.05049664280561567,0.023250652017091172,0.37079646017699114,7.342992317417096,1.0,0.020084279098255053,1.509055968536785,0.9216046053532343,0.2584824182603331,0.33733405463441984,0.4156180103082758,JUMBO STORAGE BAG SUKI,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI → JUMBO  BAG BAROQUE BLACK WHITE
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.05049664280561567,0.06270462238499529,0.023250652017091172,0.4604395604395604,7.342992317417095,1.0,0.020084279098255053,1.7371462192049982,0.9097553263410368,0.2584824182603331,0.4243432193879177,0.4156180103082758,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,JUMBO  BAG BAROQUE BLACK WHITE → JUMBO STORAGE BAG SUKI
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05665612341157539,0.06747683258420731,0.027689917318683758,0.4887365328109696,7.243027185679675,1.0,0.0238669415643707,1.823958149294108,0.913703053165154,0.28711162255466055,0.4517418064734593,0.44954918745811645,LUNCH BAG SUKI DESIGN ,LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN  → LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.06747683258420731,0.05665612341157539,0.027689917318683758,0.4103618421052632,7.243027185679675,1.0,0.0238669415643707,1.5998691128752085,0.9243053795779599,0.28711162255466055,0.3749488680340558,0.44954918745811645,LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN ,LUNCH BAG  BLACK SKULL. → LUNCH BAG SUKI DESIGN 
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.05049664280561567,0.062871094833805,0.022973197935741634,0.45494505494505494,7.236156076932777,1.0,0.019798418717120993,1.7193292413331398,0.9076377401660146,0.2541436464088398,0.418377832494365,0.4101733218238073,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO  BAG BAROQUE BLACK WHITE → JUMBO SHOPPER VINTAGE RED PAISLEY
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.062871094833805,0.05049664280561567,0.022973197935741634,0.3654015887025596,7.236156076932777,1.0,0.019798418717120993,1.4962271261491482,0.9196227719079036,0.2541436464088398,0.33165227222306276,0.4101733218238073,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY → JUMBO  BAG BAROQUE BLACK WHITE
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05665612341157539,0.05759946728816381,0.023583596914710615,0.41625857002938293,7.226778121868507,1.0,0.020320234387591406,1.6144143354006455,0.9133739792387543,0.2600979192166462,0.380580326826798,0.412849901585019,LUNCH BAG SUKI DESIGN ,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG SUKI DESIGN  → LUNCH BAG SPACEBOY DESIGN 
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05759946728816381,0.05665612341157539,0.023583596914710615,0.4094412331406551,7.226778121868507,1.0,0.020320234387591406,1.59737511239606,0.9142882675062605,0.2600979192166462,0.37397296837810273,0.412849901585019,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG SUKI DESIGN ,LUNCH BAG SPACEBOY DESIGN  → LUNCH BAG SUKI DESIGN 
frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),0.04272792852782865,0.068864102990955,0.02125298263137451,0.4974025974025974,7.222959071548918,1.0,0.018310562160643952,1.8526476503797535,0.9000080670390622,0.2352579852579853,0.4602319551723604,0.4030123381855856,SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN ,SET OF 6 SPICE TINS PANTRY DESIGN → SET OF 3 CAKE TINS PANTRY DESIGN 
frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),0.068864102990955,0.04272792852782865,0.02125298263137451,0.30862207896857374,7.222959071548918,1.0,0.018310562160643952,1.3845858283181405,0.9252705103987403,0.2352579852579853,0.27776236073808286,0.4030123381855856,SET OF 3 CAKE TINS PANTRY DESIGN ,SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN  → SET OF 6 SPICE TINS PANTRY DESIGN
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.06270462238499529,0.062871094833805,0.02846678874646246,0.4539823008849557,7.220842934022761,1.0,0.02452448048597749,1.7162976707257702,0.9191467640875453,0.2931428571428572,0.41735048817194387,0.4533812651821072,JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI → JUMBO SHOPPER VINTAGE RED PAISLEY
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.062871094833805,0.06270462238499529,0.02846678874646246,0.45278022947925867,7.220842934022761,1.0,0.02452448048597749,1.7128317142545169,0.919310042172118,0.2931428571428572,0.4161714827686768,0.4533812651821072,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY → JUMBO STORAGE BAG SUKI
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG WOODLAND'}),0.06747683258420731,0.048277010154819375,0.023361633649630988,0.34621710526315796,7.171469487295828,1.0,0.020104053917748166,1.4557171769204273,0.9228280803770511,0.2528528528528529,0.31305337612660306,0.41506257562008475,LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND,LUNCH BAG  BLACK SKULL. → LUNCH BAG WOODLAND
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.048277010154819375,0.06747683258420731,0.023361633649630988,0.48390804597701154,7.171469487295827,1.0,0.020104053917748166,1.8068934424314915,0.9042111766507109,0.2528528528528529,0.44656393314797527,0.41506257562008475,LUNCH BAG WOODLAND,LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND → LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.07724321624771101,0.05582376116752678,0.03074191221352866,0.3979885057471264,7.129374614382669,1.0,0.026429905357904817,1.5683691222611011,0.9317029772484371,0.30043383947939256,0.3623949963014378,0.47434216539841406,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT → LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05582376116752678,0.07724321624771101,0.03074191221352866,0.5506958250497017,7.129374614382668,1.0,0.026429905357904817,2.0537462930415984,0.9105664889018078,0.30043383947939256,0.5130849397570915,0.47434216539841406,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT → LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05909771932745131,0.06747683258420731,0.02791188058376339,0.4723004694835681,6.999446349147517,1.0,0.023924153670596485,1.7671479951918492,0.9109676688629723,0.2829021372328459,0.43411643918853793,0.44297589263652093,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE → LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.06747683258420731,0.05909771932745131,0.02791188058376339,0.41365131578947373,6.999446349147517,1.0,0.023924153670596485,1.604680467458372,0.9191530968902445,0.2829021372328459,0.3768229748668381,0.44297589263652093,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL. → LUNCH BAG CARS BLUE
